V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Name R3,Name R2,Name R1,Name B3,Name B2,Name B1,ResponseID,worktimeArray,tasktime,offTask,onTask,totalOnTask,totalOffTask,pageNo,perPagePT,ConsentForm,Consent,Q337,Gender,Gender_TEXT,Race_1,Race_2,Race_3,Race_4,Race_5,Race_6,Race_7,Race_7_TEXT,PixStatement,Q375,B1,B1_1,B1_2,B1_3,B1_4,B2,B2_1,B2_2,B2_3,B2_4,B3,B3_1,B3_2,B3_3,B3_4,TimerBlackInvis_1,TimerBlackInvis_2,TimerBlackInvis_3,TimerBlackInvis_4,BlackInvisibility_1,BlackInvisibility_2,BlackInvisibility_3,BlackInvisibility_4,BlackInvisibility_5,BlackInvisibility_6,BlackInvisibility_7,BlackInvisibility_8,TimerBlkConInvis_1,TimerBlkConInvis_2,TimerBlkConInvis_3,TimerBlkConInvis_4,BlkContemporaryInvis_1,BlkContemporaryInvis_2,BlkContemporaryInvis_3,BlkContemporaryInvis_4,BlkContemporaryInvis_5,BlkContemporaryInvis_6,TimerBlkRaceMini_1,TimerBlkRaceMini_2,TimerBlkRaceMini_3,TimerBlkRaceMini_4,BlkRacismMini_1,BlkRacismMini_2,BlkRacismMini_3,BlkRacismMini_4,BlkRacismMini_5,BlkRacismMini_6,BlkRacismMini_7,BlkRacismMini_8,BlkRacismMini_9,BlkRacismMini_10,TimerGovRep_1,TimerGovRep_2,TimerGovRep_3,TimerGovRep_4,BlkGovtRep_1,BlkGovtRep_2,BlkGovtRep_3,BlkGovtRep_4,BlkGovtRep_5,BlkGovtRep_6,BlkGovtRep_7,BlkGovtRep_8,BlkGovtRep_9,Q353,R1,R1_1,R1_2,R1_3,R1_4,R2,R2_1,R2_2,R2_3,R2_4,R3,R3_1,R3_2,R3_3,R3_4,TimerInvis_1,TimerInvis_2,TimerInvis_3,TimerInvis_4,NtvInvisibility_1,NtvInvisibility_2,NtvInvisibility_3,NtvInvisibility_4,NtvInvisibility_5,NtvInvisibility_6,NtvInvisibility_7,NtvInvisibility_8,TimerContempInvis_1,TimerContempInvis_2,TimerContempInvis_3,TimerContempInvis_4,NtvContemporaryInvis_1,NtvContemporaryInvis_2,NtvContemporaryInvis_3,NtvContemporaryInvis_4,NtvContemporaryInvis_5,NtvContemporaryInvis_6,TimerNtvRaceMini_1,TimerNtvRaceMini_2,TimerNtvRaceMini_3,TimerNtvRaceMini_4,NtvRacismMini_1,NtvRacismMini_2,NtvRacismMini_3,NtvRacismMini_4,NtvRacismMini_5,NtvRacismMini_6,NtvRacismMini_7,NtvRacismMini_8,NtvRacismMini_9,NtvRacismMini_10,TimerNGoveRep_1,TimerNGoveRep_2,TimerNGoveRep_3,TimerNGoveRep_4,NtvGovtRep_1,NtvGovtRep_2,NtvGovtRep_3,NtvGovtRep_4,NtvGovtRep_5,NtvGovtRep_6,NtvGovtRep_7,NtvGovtRep_8,NtvGovtRep_9,RFCommon,RFMediaCoverage,BFCommon,BFMediaCoverage,RFImportant,BFImportant,OE_Respond,SES,BorninUS,Q107,BornWhere,MovedtoUSAge,LongestState,LengthState,FatherUSBorn,MotherUSBorn,PrimaryCaretaker,PrimaryCaretaker_TEXT,PrimaryEd,SecondCaretaker,SecondCaretaker_TEXT,SecondEdu,Age,Religion,Religion_TEXT,Religiosity,LibCon,Q176,Debrief,MTurkCode,DO-BR-FL_466,DO-BR-FL_463,DO-BR-FL_459,DO-BR-FL_455,DO-BR-FL_451,DO-BR-FL_443,DO-BR-FL_285,DO-BR-FL_290,DO-BR-FL_376,DO-BR-FL_391,DO-BR-FL_401,DO-BR-FL_306,DO-BR-FL_381,DO-BR-FL_409,DO-BR-FL_415,DO-BR-FL_419,DO-BR-FL_428,DO-BR-FL_434,DO-BR-FL_439,DO-BL-Commonality,DO-BL-Importance,DO-Q-NtvInvisibility1,DO-Q-BlackInvis1,DO-Q-NtvRaceMini,DO-Q-BlkRaceMini,DO-Q-NtvInvisibility2,DO-Q-BlackInvis2,DO-Q-BlkGovRep,DO-Q-NtvGovRep,LocationLatitude,LocationLongitude,LocationAccuracy
R_3O0NhOoCTZCwY70,Default Response Set,Anonymous,,,70.126.26.141,0,4/30/2019 12:19,4/30/2019 12:29,1,Sarah,Anne,Brett,Todd,Connor,Kristen,R_3O0NhOoCTZCwY70,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,1,7,1,1,6,3,6,1,2,7,1,6,3.847,53.169,54.257,11,3,3,3,4,4,2,3,3,3.337,16.239,18.229,7,1,7,2,2,3,3,3.575,34.373,35.34,12,7,6,2,6,5,4,5,1,2,1,3.528,32.073,32.864,11,1,2,2,6,1,6,6,2,7,1,1,1,7,1,6,1,1,7,1,7,1,1,7,1,6,5.321,20.882,21.344,10,3,2,2,2,2,2,3,3,2.618,14.268,15.256,7,2,7,2,1,5,4,2.589,33.271,34.118,14,2,2,5,6,5,5,4,1,3,5,1.94,21.862,22.639,10,1,2,2,6,1,2,7,3,6,3,3,4,3,6,6,I dont think people respond differently because either way it is wrong. You should never paint your face or body to represent another race.,2,1,1,United States,n/a,FL,5,1,1,1,,2,1,,2,34,2,,6,7,,1,1,FL_468,FL_465,FL_460,FL_456,FL_453,FL_445,FL_288,B3|B2|B1,Black Minimization|Black Gov Rep,R2|R3|R1,Native Gov Rep|Native Minimization,,,,,,,,,BFMediaCoverage|BFCommon|RFMediaCoverage|RFCommon,RFImportant|BFImportant,1|4|5|7|8|2|6|3,7|8|4|2|3|1|6|5,3|6|2|10|5|1|4|9|8|7,10|1|6|5|9|2|7|3|4|8,5|3|4|2|1|6,3|5|2|1|4|6,7|1|5|2|4|9|3|8|6,3|7|1|6|5|9|8|2|4,27.80439758,-82.27590179,-1
R_1QDYgaOScr11eWd,Default Response Set,Anonymous,,,173.239.232.36,0,4/30/2019 12:29,4/30/2019 12:29,1,Greg,Mathew,Brett,Claire,Emily,Kristen,R_1QDYgaOScr11eWd,,,,,,,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_464,FL_460,FL_457,FL_454,FL_445,,,,,,,,,,,,,,,,,,,,,,,,33.02029419,-96.70189667,-1
R_1E07Jks1ROPVvIm,Default Response Set,Anonymous,,,184.89.155.202,0,4/30/2019 12:16,4/30/2019 12:29,1,Greg,Anne,Brett,Claire,Connor,Wyatt,R_1E07Jks1ROPVvIm,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,6,1,6,1,1,7,1,7,1,1,7,1,7,5.342,47.965,49.126,10,3,3,3,4,3,2,4,4,2.956,31.463,32.634,7,2,6,2,2,3,3,3.426,45.295,46.656,11,4,5,3,5,5,5,6,1,3,2,3.855,29.597,30.351,14,4,4,5,3,3,5,4,5,5,1,1,1,3,6,5,1,1,5,1,5,1,1,5,3,5,7.993,40.328,41.294,9,3,3,3,2,2,2,3,3,3.156,33.808,34.544,6,5,2,5,5,6,5,5.761,50.2,51.316,13,5,5,4,5,5,6,5,3,2,2,3.577,46.839,47.483,14,2,3,1,5,1,2,5,5,5,2,1,3,4,6,6,"i think that racism against native americans is more ""acceptable"" since they are a much smaller minority than african americans.",4,0,1,canada,10,massachusetts,10,1,1,2,,6,2,,3,47,1,,1,4,none,1,1,FL_467,FL_465,FL_460,FL_457,FL_453,FL_444,FL_304,,,,,R2|R1|R3,Native Minimization|Native Gov Rep,B1|B2|B3,Black Gov Rep|Black Minimization,,,,,RFMediaCoverage|RFCommon|BFCommon|BFMediaCoverage,BFImportant|RFImportant,3|1|6|5|2|7|4|8,6|3|7|4|5|1|2|8,1|4|8|9|7|6|2|5|10|3,10|7|3|6|9|4|2|5|8|1,5|4|3|2|1|6,5|1|4|3|2|6,9|3|2|6|1|7|4|5|8,3|2|7|6|9|1|4|5|8,28.49859619,-81.53530121,-1
R_3J8YroFnUVlvVRI,Default Response Set,Anonymous,,,173.21.58.246,0,4/30/2019 12:15,4/30/2019 12:29,1,Sarah,Anne,Brett,Todd,Emily,Wyatt,R_3J8YroFnUVlvVRI,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,6,2,3,1,4,3,5,3,1,2,6,1,6,4.419,34.942,36.82,14,3,2,2,3,3,2,3,2,3.703,20.944,21.373,10,3,6,2,2,2,4,2.554,161.897,162.97,41,4,6,4,5,4,5,4,2,2,2,2.68,30.506,31.484,14,2,2,2,5,2,2,6,2,6,1,1,2,5,2,5,1,4,3,5,5,1,2,6,5,5,3.719,18.741,19.957,9,3,2,2,2,2,2,2,2,2.889,15.212,16.392,9,2,5,1,3,4,3,2.864,35.758,37.326,23,3,6,3,5,6,6,5,2,2,3,2.149,27.279,28.223,18,1,1,2,6,2,2,5,2,5,3,2,3,3,6,6,"They do, but they are both equally bad. People just seem to take more offense to Blackface than Redface.",3,1,1,N/A,N/A,Alabama,35,1,1,1,,3,3,,2,35,1,,1,4,,1,1,FL_468,FL_465,FL_460,FL_456,FL_454,FL_444,FL_288,B3|B1|B2,Black Gov Rep|Black Minimization,R1|R3|R2,Native Minimization|Native Gov Rep,,,,,,,,,BFCommon|RFMediaCoverage|RFCommon|BFMediaCoverage,BFImportant|RFImportant,6|4|8|7|3|1|5|2,3|6|7|5|2|1|4|8,2|1|3|5|10|6|7|9|8|4,10|5|2|8|6|1|3|7|9|4,3|2|1|5|4|6,1|4|2|3|5|6,7|6|3|2|9|4|8|1|5,6|2|7|4|9|3|8|5|1,30.6197052,-87.88950348,-1
R_ZmimldylyqmnQBP,Default Response Set,Anonymous,,,204.111.130.86,0,4/30/2019 12:26,4/30/2019 12:29,1,Sarah,Mathew,Brett,Todd,Emily,Wyatt,R_ZmimldylyqmnQBP,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,3,4,5,3,1,2,5,5,3,1,3,4,4,5,0.865,6.009,6.45,10,3,3,3,3,3,4,2,2,1.02,5.588,5.941,9,3,4,2,2,4,3,4.826,11.049,11.801,10,5,3,4,3,3,4,4,3,3,4,1.631,6.393,7.394,9,4,3,5,3,4,4,3,5,4,1,1,3,4,3,4,1,2,3,4,4,1,3,4,5,3,0.689,4.184,4.911,8,2,3,2,3,3,3,2,2,1.172,3.664,4.207,6,4,3,4,4,3,4,19.289,23.307,24.806,10,3,4,3,3,5,4,5,3,3,4,0.564,5.528,6.285,10,3,3,3,4,5,4,4,3,5,3,2,2,3,3,3,not really,4,1,1,na,na,Virginia,41,1,1,1,,4,3,,4,41,4,,3,3,none,1,1,FL_468,FL_464,FL_460,FL_456,FL_454,FL_444,FL_288,B1|B2|B3,Black Minimization|Black Gov Rep,R1|R3|R2,Native Gov Rep|Native Minimization,,,,,,,,,RFCommon|BFMediaCoverage|BFCommon|RFMediaCoverage,RFImportant|BFImportant,1|2|6|8|3|5|4|7,8|6|5|4|7|2|3|1,1|6|7|10|3|4|9|5|2|8,8|10|1|9|5|2|3|6|4|7,5|4|3|2|1|6,3|1|5|4|2|6,4|1|6|9|3|2|7|5|8,1|5|8|3|7|2|4|9|6,38.88699341,-78.521698,-1
R_b7bKkf1oGmE7LHP,Default Response Set,Anonymous,,,71.29.242.46,0,4/30/2019 12:29,4/30/2019 12:29,1,Greg,Anne,Allison,Todd,Connor,Wyatt,R_b7bKkf1oGmE7LHP,,,,,,,,,1,1,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_461,FL_456,FL_453,FL_444,,,,,,,,,,,,,,,,,,,,,,,,31.72479248,-83.24949646,-1
R_Zxyu7OqTJH02rrr,Default Response Set,Anonymous,,,24.34.126.240,0,4/30/2019 12:07,4/30/2019 12:29,1,Greg,Anne,Brett,Claire,Emily,Wyatt,R_Zxyu7OqTJH02rrr,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,4,4,3,4,1,4,4,4,4,1,4,4,3,4,3.851,74.22,75.58,16,2,1,1,5,3,3,3,3,0.918,40.942,42.322,11,1,6,3,4,1,4,5.38,68.196,69.562,15,5,4,5,3,4,4,4,5,4,5,6.272,71.909,73.908,15,5,4,5,2,1,4,3,7,3,1,1,4,4,4,4,1,4,4,4,4,1,4,4,4,4,14.1,56.726,57.997,11,3,2,2,3,3,2,3,3,4.9,33.164,34.396,8,3,5,3,5,5,5,6.543,66.891,68.079,14,5,3,5,3,4,5,4,5,4,5,5.775,58.293,59.821,13,4,4,5,4,4,5,4,4,4,1,1,3,5,4,5,"Absolutely! If there is a Blackface incident, there will be cries of intolerance that are deafening. Whereas, I suspect no one would even know what a person in Redface is trying to get across.",2,1,1,USA,USA,Massachusetts,69,1,1,1,,1,3,,2,73,2,,6,2,thank you for the opportunity!,1,1,FL_467,FL_465,FL_460,FL_457,FL_454,FL_444,FL_288,B3|B1|B2,Black Gov Rep|Black Minimization,R1|R2|R3,Native Gov Rep|Native Minimization,,,,,,,,,BFMediaCoverage|RFCommon|RFMediaCoverage|BFCommon,RFImportant|BFImportant,1|3|2|6|5|7|8|4,1|3|5|4|8|7|2|6,7|5|4|2|8|6|1|3|10|9,3|10|1|6|7|2|8|4|5|9,5|4|1|3|2|6,4|3|2|1|5|6,5|4|9|3|1|2|7|6|8,1|2|9|5|3|6|8|4|7,41.66140747,-70.23629761,-1
R_211cTqmFnRMFNzx,Default Response Set,Anonymous,,,173.239.232.36,0,4/30/2019 12:29,4/30/2019 12:29,1,Sarah,Mathew,Allison,Todd,Connor,Kristen,R_211cTqmFnRMFNzx,,,,,,,,,1,1,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_468,FL_464,FL_461,FL_456,FL_453,FL_445,,,,,,,,,,,,,,,,,,,,,,,,33.02029419,-96.70189667,-1
R_DoTGowzvMRxG6Qh,Default Response Set,Anonymous,,,97.97.100.65,0,4/30/2019 12:21,4/30/2019 12:29,1,Sarah,Anne,Allison,Claire,Emily,Wyatt,R_DoTGowzvMRxG6Qh,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,2,6,1,5,1,2,6,1,7,1,2,5,1,5,4.033,27.9,28.864,11,2,4,4,3,3,3,4,3,2.756,15.6,17.052,8,2,5,2,3,1,3,2.749,34.418,35.303,14,2,5,3,5,5,4,5,1,3,2,3.159,39.14,40.005,19,2,2,4,6,3,1,2,4,5,1,1,3,5,2,5,1,2,5,3,5,1,2,6,1,4,3.381,17.008,17.859,11,2,3,1,1,2,2,2,2,2.429,14.845,15.501,9,6,3,6,5,5,5,2.09,20.13,20.816,17,6,5,5,4,4,5,5,5,5,4,1.544,15.846,17.183,14,5,4,4,4,5,3,3,3,5,2,3,2,3,4,5,"I think given the past of African Americans, Blackface is much more offensive. It aligns with a very ugly stigma that is very wrong.",4,1,1,n/a,n/a,California,38,1,1,1,,2,3,,2,38,3,,6,4,n/a,1,1,FL_468,FL_465,FL_461,FL_457,FL_454,FL_444,FL_288,B2|B1|B3,Black Minimization|Black Gov Rep,R1|R3|R2,Native Gov Rep|Native Minimization,,,,,,,,,BFMediaCoverage|BFCommon|RFMediaCoverage|RFCommon,BFImportant|RFImportant,1|8|2|6|3|7|4|5,7|8|6|1|4|3|2|5,10|2|7|9|4|5|8|6|1|3,7|4|10|6|2|3|1|8|5|9,5|3|2|4|1|6,4|2|1|3|5|6,9|7|2|3|6|8|4|1|5,6|8|9|2|4|7|3|5|1,35.39349365,-119.1204987,-1
R_vrj8JtHG4D2gpKp,Default Response Set,Anonymous,,,99.120.144.62,0,4/30/2019 12:13,4/30/2019 12:30,1,Greg,Mathew,Brett,Claire,Emily,Wyatt,R_vrj8JtHG4D2gpKp,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,7,1,7,1,2,6,1,6,1,1,7,1,7,17.245,64.271,66.001,8,2,3,2,4,4,3,4,3,5.752,28.42,29.357,6,1,6,1,2,2,3,5.343,62.033,63.101,11,3,4,2,5,6,6,6,2,3,2,9.44,57.262,58.159,9,3,4,2,4,3,3,5,5,6,1,1,1,7,1,7,1,1,7,1,7,1,1,7,1,7,7.118,58.644,60.08,12,2,3,3,2,2,2,2,3,7.649,34.979,36.22,6,4,5,2,5,5,5,9.383,72.124,74.047,13,3,4,3,5,6,5,5,2,2,4,5.917,40.649,41.569,9,2,4,2,4,2,2,5,5,5,2,2,3,4,5,6,"I don't really know. It seems like their is more reaction to Black face, but I don't know why.",3,1,1,N/A,N/A,CALIFORNIA,66,1,1,1,,5,8,we had a babysitter while my mom worked.,2,66,2,,5,5,none,1,1,FL_467,FL_464,FL_460,FL_457,FL_454,FL_444,FL_288,B2|B1|B3,Black Minimization|Black Gov Rep,R1|R3|R2,Native Gov Rep|Native Minimization,,,,,,,,,RFCommon|BFCommon|RFMediaCoverage|BFMediaCoverage,RFImportant|BFImportant,4|7|3|6|1|8|2|5,8|3|1|5|2|7|6|4,3|10|6|8|5|7|9|2|1|4,1|7|4|8|6|9|3|5|2|10,5|2|1|3|4|6,3|5|1|2|4|6,8|4|7|2|9|1|5|3|6,2|6|1|8|9|4|7|3|5,32.76379395,-117.0699997,-1
R_1Famn49Cv9ZR6IT,Default Response Set,Anonymous,,,71.9.180.235,0,4/30/2019 12:05,4/30/2019 12:30,1,Sarah,Anne,Brett,Claire,Emily,Kristen,R_1Famn49Cv9ZR6IT,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,1,7,1,7,1,5,6,6,7,1,2,6,3,7,14.322,65.298,66.691,9,3,1,2,4,2,3,2,3,7.301,101.445,102.449,11,1,7,3,5,6,6,6.86,78.572,81.019,10,7,3,3,2,2,1,6,2,6,2,10.898,61.385,67.657,9,3,6,6,2,1,7,1,7,2,1,1,1,5,2,6,1,6,6,6,2,1,3,5,5,6,9.119,46.744,48.134,8,2,3,1,1,1,1,3,3,8.533,34.709,36.012,6,6,2,5,5,6,6,5.162,59.818,61.535,10,2,3,1,6,6,5,5,1,5,2,6.996,51.348,53.02,10,1,2,2,5,1,2,5,2,6,4,2,3,5,4,6,"Redface people are literally invisible and I never hear anything on them. Blackface on the other hand can have dire consequences. People have gone back decades looking for people in blackface even though the culture was different back then. If you are unfortunate enough to be found out as painting your face black, the mob will call for resignation from your job or anything else they can think of, short of lynching. ",3,1,1,,,TN,50,1,1,1,,2,3,,2,50,3,,6,1,"I think we tend to go too far in pandering to the black population. Why should they be given reparation when there are other groups just as deserving; Indians, Irish, and other people who were slaves before the blacks were. In fact, the blacks in Africa were the original slave owners of these black people but yet we need to give money to a group of people who would not know what a cotton boll looked like if it fell into their hands. Let the past stay in the past since they have never been a slave and look toward the future. ",1,1,FL_468,FL_465,FL_460,FL_457,FL_454,FL_445,FL_288,B3|B2|B1,Black Minimization|Black Gov Rep,R1|R3|R2,Native Minimization|Native Gov Rep,,,,,,,,,RFCommon|BFMediaCoverage|BFCommon|RFMediaCoverage,RFImportant|BFImportant,6|5|7|2|3|4|1|8,8|7|6|3|4|5|2|1,1|4|8|9|10|7|6|5|2|3,3|10|7|5|1|4|2|8|6|9,4|1|2|3|5|6,2|1|4|5|3|6,3|7|1|4|9|8|6|2|5,7|9|2|4|6|8|5|3|1,35.71629333,-86.90930176,-1
R_TdCi1V1cOXUU4qB,Default Response Set,Anonymous,,,174.199.39.96,0,4/30/2019 12:10,4/30/2019 12:30,1,Sarah,Anne,Brett,Claire,Connor,Kristen,R_TdCi1V1cOXUU4qB,,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,6,4,4,1,1,7,4,4,1,1,7,4,3,1.354,12.033,12.491,27,3,3,4,3,4,3,4,4,671.216,685.732,686.357,18,1,6,4,1,1,6,5.019,17.435,19.514,27,3,3,4,4,3,3,4,3,4,4,1.703,6.745,7.837,20,5,4,5,2,3,4,5,3,6,,1,1,6,4,4,1,1,6,4,4,1,1,6,4,5,1.318,8.901,9.416,23,3,3,3,4,5,4,2,2,4.481,13.29,13.889,13,4,1,4,6,3,3,0.81,6.452,7.106,22,5,5,4,7,4,5,5,3,7,3,0.621,10.346,10.95,24,4,5,5,2,3,4,3,6,5,2,2,4,3,6,6,Yes because there is a more promonite black population,4,1,1,,,Connecticut,31,1,1,1,,4,3,,4,31,2,,2,2,None,1,1,FL_468,FL_465,FL_460,FL_457,FL_453,FL_445,FL_418,,,,,,,,,R3|R2|R1|B1|B3|B2,FL_430|FL_429,Native Gov Rep|Native Minimization,Black Minimization|Black Gov Rep,BFMediaCoverage|RFCommon|RFMediaCoverage|BFCommon,BFImportant|RFImportant,4|2|6|5|1|8|3|7,6|8|2|3|4|7|5|1,10|5|7|4|3|6|2|9|1|8,7|8|4|1|9|5|3|10|2|6,2|4|3|1|5|6,4|5|1|2|3|6,2|9|3|4|8|6|1|5|7,5|9|1|8|3|6|7|2|4,41.53819275,-72.80079651,-1
R_1DVa0k0KMAAkvQn,Default Response Set,Anonymous,,,97.113.222.251,0,4/30/2019 12:12,4/30/2019 12:30,1,Sarah,Anne,Allison,Claire,Connor,Kristen,R_1DVa0k0KMAAkvQn,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,3,5,5,4,1,3,5,5,3,1,3,5,3,3,6.09,36.463,38.232,8,2,3,3,4,4,2,4,3,8.526,28.19,29.907,6,1,6,2,2,2,2,7.858,52.651,54.083,10,6,2,4,5,6,6,6,2,3,2,7.114,70.669,71.591,9,5,3,5,4,5,4,2,5,4,1,1,3,5,4,6,1,3,5,3,6,1,3,4,3,6,10.5,40.029,41.355,8,1,2,2,2,3,3,2,2,4.995,27.82,29.69,9,3,4,1,5,5,3,6.783,46.375,48.541,10,3,6,4,5,6,5,4,2,3,3,6.367,44.686,47.041,9,3,4,3,4,3,3,4,3,5,2,2,2,2,4,4,"I think it is about the same.  I have 2 points of items related to Native Americans but none for African Americans.  My high school in MA has an Indian mascot and there are discussions about changing it but the NA in the town is opposed to changing it.  Also, I live near Seattle and I live and travel through tribal lands frequently.",3,1,,,,WA,28,1,1,1,,2,1,,,56,1,,1,3,already did,1,1,FL_468,FL_465,FL_461,FL_457,FL_453,FL_445,FL_288,B2|B1|B3,Black Minimization|Black Gov Rep,R3|R2|R1,Native Gov Rep|Native Minimization,,,,,,,,,RFMediaCoverage|BFCommon|RFCommon|BFMediaCoverage,RFImportant|BFImportant,6|2|4|1|8|5|3|7,2|4|5|6|8|1|3|7,10|5|9|4|3|8|7|1|2|6,6|10|8|5|2|1|7|4|3|9,4|2|5|3|1|6,1|2|3|5|4|6,3|5|1|7|6|8|4|2|9,9|5|8|7|2|3|4|6|1,47.20730591,-122.444397,-1
R_3n6If7LoRKUKqig,Default Response Set,Anonymous,,,67.167.166.124,0,4/30/2019 12:15,4/30/2019 12:30,1,Greg,Anne,Allison,Todd,Emily,Kristen,R_3n6If7LoRKUKqig,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,2,7,1,7,1,5,2,5,2,1,1,7,1,5,7.338,49.998,51.598,8,2,1,1,4,4,1,2,2,7.304,34.446,35.839,6,1,7,1,1,1,6,4.567,52.371,53.292,14,7,1,7,1,1,4,1,7,7,7,5.607,41.782,42.727,10,7,5,7,1,7,7,1,7,1,1,1,1,7,1,7,1,2,6,1,6,1,1,7,1,7,3.98,23.354,24.812,8,2,1,1,1,1,1,1,1,4.463,26.045,26.893,6,1,7,1,5,7,7,4.12,42.478,43.734,11,7,1,7,1,1,4,1,7,7,7,7.621,34.252,35.419,9,1,6,6,1,5,6,1,6,5,2,2,2,2,6,6,More to blackface because it's more of a in pack today because it's more out there in the world about black history then about the redface. The redface it's in the past and they keep it there blackface is more out there because they try to keep it going saying there still a issues there when most of it comes from the wrong people,3,1,1,N/A,N/A,Michigan,37,0,0,1,,2,4,,1,37,2,,6,5,none,1,1,FL_467,FL_465,FL_461,FL_456,FL_454,FL_445,FL_288,B3|B1|B2,Black Minimization|Black Gov Rep,R1|R3|R2,Native Minimization|Native Gov Rep,,,,,,,,,RFCommon|RFMediaCoverage|BFMediaCoverage|BFCommon,RFImportant|BFImportant,5|6|2|1|4|8|7|3,7|1|6|2|8|3|4|5,1|7|9|10|3|6|8|2|5|4,2|7|9|8|6|3|1|10|4|5,2|1|5|3|4|6,2|3|5|4|1|6,6|2|9|3|7|1|4|8|5,9|2|5|7|1|8|4|3|6,41.89930725,-84.04019928,-1
R_vqydjZjGJ2XJsDT,Default Response Set,Anonymous,,,65.32.244.206,0,4/30/2019 12:28,4/30/2019 12:30,1,Greg,Anne,Brett,Claire,Emily,Wyatt,R_vqydjZjGJ2XJsDT,,,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL_467,FL_465,FL_460,FL_457,FL_454,FL_444,,,,,,,,,,,,,,,,,,,,,,,,28.01170349,-82.58200073,-1
R_1N9MUxeq2bBzXMS,Default Response Set,Anonymous,,,45.61.48.169,0,4/30/2019 12:12,4/30/2019 12:30,1,Sarah,Anne,Allison,Claire,Emily,Wyatt,R_1N9MUxeq2bBzXMS,,,,,,,,,1,1,1,2,,,,1,,,,,,1,1,1,5,5,6,5,1,6,5,6,5,1,5,5,6,5,1.954,7.708,8.526,8,4,4,5,5,4,4,4,3,1.117,4.048,5.62,6,5,5,6,6,5,6,1.591,9.814,10.832,11,5,6,5,7,4,6,6,6,5,6,1.232,9.029,10.365,9,6,6,6,5,5,6,6,5,5,,1,5,5,5,6,1,5,5,6,7,1,6,5,6,7,1.503,13.427,14.246,8,4,4,3,4,5,3,4,4,1.94,4.725,6.701,6,5,6,6,5,5,7,1.158,6.978,8.852,10,5,6,5,6,5,6,7,6,6,5,1.235,7.008,8.77,9,5,6,5,5,6,7,5,6,5,5,4,5,4,7,6,"no, both are always same",5,1,0,UK,3,VA,20,1,1,1,,4,3,,4,23,2,,7,1,its good,1,1,FL_468,FL_465,FL_461,FL_457,FL_454,FL_444,FL_418,,,,,,,,,B2|B3|R1|R2|R3|B1,FL_430|FL_429,Native Minimization|Native Gov Rep,Black Minimization|Black Gov Rep,RFMediaCoverage|BFCommon|BFMediaCoverage|RFCommon,BFImportant|RFImportant,2|3|8|5|4|6|1|7,1|2|8|3|6|7|4|5,4|3|9|7|1|2|10|6|8|5,5|10|2|7|3|9|6|1|8|4,1|3|4|5|2|6,1|3|5|2|4|6,7|9|1|8|3|5|2|6|4,1|4|2|6|3|9|5|7|8,37.75100708,-97.8219986,-1
